name,title,hours,salary1,salary2,salary3,fein,unitid,institutionname
ClaIre LArnold,Trustee,1,0,0,0,160743996,190983,Elmira College
Robert S Basel,Trustee,1,0,0,0,160743996,190983,Elmira College
LInda A FrItts Esq,Secretary,1,0,0,0,160743996,190983,Elmira College
Thomas] HIlfIger,Trustee,1,0,0,0,160743996,190983,Elmira College
DanIel J Burke,Trustee,1,0,0,0,160743996,190983,Elmira College
AIIce R Holmes,Trustee,1,0,0,0,160743996,190983,Elmira College
George L Howell,VIce—ChaIr,1,0,0,0,160743996,190983,Elmira College
Thomas A Lesrca,Trustee,1,0,0,0,160743996,190983,Elmira College
DorIs F MalesardI,Trustee,1,0,0,0,160743996,190983,Elmira College
Martha M MatIuk,Trustee,1,0,0,0,160743996,190983,Elmira College
Ronald Champagne,Presrdent,0,7676,0,0,160743996,190983,Elmira College
Robert G Moms,ChaIrman,1,0,0,0,160743996,190983,Elmira College
TakashI 0|,Trustee,1,0,0,0,160743996,190983,Elmira College
Robert C O'Leary,Trustee,1,0,0,0,160743996,190983,Elmira College
WhItney T PosrllIco,Trustee,1,0,0,0,160743996,190983,Elmira College
Nancy R Ruffner,Trustee,1,0,0,0,160743996,190983,Elmira College
Janet HIndsley,Trustee,1,0,0,0,160743996,190983,Elmira College
George H WInner,Trustee,1,0,0,0,160743996,190983,Elmira College
WIIIIam H Waldorf,Trustee,1,0,0,0,160743996,190983,Elmira College
Fran WIlson,Trustee,1,0,0,0,160743996,190983,Elmira College
Clare Van—den BlInk,Trustee,1,0,0,0,160743996,190983,Elmira College
Susanne T Grennell,Trustee,1,0,0,0,160743996,190983,Elmira College
KatherIne Metzger,Trustee,1,0,0,0,160743996,190983,Elmira College
Robert W Ruble,VP of AdmIn & FInance,40,174364,0,10501,160743996,190983,Elmira College
JulIanne Baumann,VP and Dean of Student LIf,40,159586,0,27897,160743996,190983,Elmira College
PatrIcIa Thompson,VP of AthletIcs and MedIca,40,158964,0,15757,160743996,190983,Elmira College
Stephen Coleman,Assoc Dean of Faculty and,40,153804,0,7777,160743996,190983,Elmira College
Kathleen Cohen,Dean of FInancIal AId,40,143682,0,15975,160743996,190983,Elmira College
LInda Pratt,ExecutIve DIrector of Educ,40,132872,0,7935,160743996,190983,Elmira College
Charles LIndsay,Assoc Dean of Faculty and,40,105284,0,17865,160743996,190983,Elmira College
James SIconolfI,DIrector of DInIng Servrces,40,102468,0,25888,160743996,190983,Elmira College
Thomas K MeIer,Former Chancellor,0,273129,0,6316,160743996,190983,Elmira College
